                                                                                                              
Stock Marke                                                                                                    Cyclically
Robert J. S                                                                                                      Adjusted
                                                                                                                    Price
                                               Consumer                                                          Earnings
                   S&P                            Price                  Long                                       Ratio
                 Comp.   Dividend   Earnings      Index     Date     Interest       Real       Real       Real   P/E10 or
       Date          P          D          E        CPI   Fraction  Rate GS10      Price   Dividend   Earnings       CAPE
    1964.05      80.72       2.36       4.28      30.90    1964.37       4.20     608.27      17.81      32.25      22.57
    1964.06      80.24       2.38       4.33      31.00    1964.46       4.17     602.71      17.88      32.52      22.30
    1964.07      83.22       2.40       4.38      31.10    1964.54       4.19     623.08      17.97      32.77      22.98
    1964.08      82.00       2.42       4.42      31.00    1964.62       4.19     615.93      18.18      33.22      22.65
    1964.09      83.41       2.44       4.47      31.10    1964.71       4.20     624.50      18.27      33.47      22.89
     1964.1      84.85       2.46       4.50      31.10    1964.79       4.19     635.28      18.42      33.67      23.21
    1964.11      85.44       2.48       4.52      31.20    1964.87       4.15     637.65      18.51      33.76      23.23
    1964.12      83.96       2.50       4.55      31.20    1964.96       4.18     626.61      18.66      33.96      22.75
    1965.01      86.12       2.52       4.59      31.20    1965.04       4.19     642.73      18.78      34.28      23.27
    1965.02      86.75       2.53       4.64      31.20    1965.12       4.21     647.43      18.91      34.60      23.37
    1965.03      86.83       2.55       4.68      31.30    1965.21       4.21     645.95      18.97      34.82      23.25
    1965.04      87.97       2.57       4.73      31.40    1965.29       4.20     652.35      19.06      35.10      23.42
    1965.05      89.28       2.59       4.79      31.40    1965.37       4.21     662.07      19.21      35.50      23.71
    1965.06      85.04       2.61       4.84      31.60    1965.46       4.21     626.63      19.23      35.66      22.39
    1965.07      84.91       2.63       4.89      31.60    1965.54       4.20     625.67      19.36      36.01      22.30
    1965.08      86.49       2.64       4.93      31.60    1965.62       4.25     637.32      19.48      36.35      22.67
    1965.09      89.38       2.66       4.98      31.60    1965.71       4.29     658.61      19.60      36.70      23.37
     1965.1      91.39       2.68       5.05      31.70    1965.79       4.35     671.30      19.69      37.09      23.78
    1965.11      92.15       2.70       5.12      31.70    1965.87       4.45     676.88      19.83      37.61      23.93
    1965.12      91.73       2.72       5.19      31.80    1965.96       4.62     671.68      19.92      38.00      23.69
    1966.01      93.32       2.74       5.24      31.80    1966.04       4.61     683.32      20.06      38.37      24.06
    1966.02      92.69       2.76       5.29      32.00    1966.12       4.83     674.46      20.08      38.49      23.70
    1966.03      88.88       2.78       5.34      32.10    1966.21       4.87     644.73      20.17      38.74      22.61
    1966.04      91.60       2.80       5.38      32.30    1966.29       4.75     660.34      20.16      38.78      23.11
    1966.05      86.78       2.81       5.42      32.30    1966.37       4.78     625.60      20.28      39.07      21.85
    1966.06      86.06       2.83       5.46      32.40    1966.46       4.81     618.49      20.34      39.24      21.56
    1966.07      85.84       2.85       5.48      32.50    1966.54       5.02     615.01      20.42      39.24      21.38
    1966.08      80.65       2.87       5.49      32.70    1966.62       5.22     574.29      20.44      39.12      19.91
    1966.09      77.81       2.89       5.51      32.70    1966.71       5.18     554.07      20.58      39.24      19.16
     1966.1      77.13       2.88       5.52      32.90    1966.79       5.01     545.89      20.41      39.09      18.83
    1966.11      80.99       2.88       5.54      32.90    1966.87       5.16     573.21      20.36      39.19      19.71
    1966.12      81.33       2.87       5.55      32.90    1966.96       4.84     575.61      20.31      39.28      19.74
    1967.01      84.45       2.88       5.52      32.90    1967.04       4.58     597.70      20.38      39.04      20.43
    1967.02      87.36       2.89       5.48      32.90    1967.12       4.63     618.29      20.45      38.81      21.07
    1967.03      89.42       2.90       5.45      33.00    1967.21       4.54     630.95      20.46      38.46      21.44
    1967.04      90.96       2.90       5.41      33.10    1967.29       4.59     639.88      20.40      38.06      21.69
    1967.05      92.59       2.90       5.37      33.20    1967.37       4.85     649.38      20.34      37.66      21.95
    1967.06      91.43       2.90       5.33      33.30    1967.46       5.02     639.32      20.28      37.27      21.55
    1967.07      93.01       2.91       5.32      33.40    1967.54       5.16     648.42      20.26      37.09      21.80
    1967.08      94.49       2.91       5.31      33.50    1967.62       5.28     656.78      20.25      36.91      22.03
    1967.09      95.81       2.92       5.30      33.60    1967.71       5.30     663.97      20.24      36.73      22.22
     1967.1      95.66       2.92       5.31      33.70    1967.79       5.48     660.96      20.18      36.69      22.07
    1967.11      92.66       2.92       5.32      33.80    1967.87       5.75     638.34      20.12      36.65      21.26
    1967.12      95.30       2.92       5.33      33.90    1967.96       5.70     654.59      20.06      36.61      21.75
    1968.01      95.04       2.93       5.37      34.10    1968.04       5.53     648.98      20.01      36.65      21.51
    1968.02      90.75       2.94       5.40      34.20    1968.12       5.56     617.87      20.02      36.79      20.42
    1968.03      89.09       2.95       5.44      34.30    1968.21       5.74     604.80      20.03      36.93      19.93
    1968.04      95.67       2.96       5.48      34.40    1968.29       5.64     647.58      20.06      37.12      21.28
    1968.05      97.87       2.98       5.53      34.50    1968.37       5.87     660.55      20.09      37.30      21.63
    1968.06     100.50       2.99       5.57      34.70    1968.46       5.72     674.39      20.06      37.38      22.00
    1968.07     100.30       3.00       5.60      34.90    1968.54       5.50     669.19      20.04      37.36      21.75
    1968.08      98.11       3.02       5.63      35.00    1968.62       5.42     652.71      20.07      37.46      21.14
    1968.09     101.30       3.03       5.66      35.10    1968.71       5.46     672.01      20.10      37.55      21.68
     1968.1     103.80       3.04       5.69      35.30    1968.79       5.58     684.70      20.07      37.56      22.00
    1968.11     105.40       3.06       5.73      35.40    1968.87       5.70     693.29      20.11      37.67      22.20
    1968.12     106.50       3.07       5.76      35.50    1968.96       6.03     698.55      20.14      37.78      22.28
    1969.01     102.00       3.08       5.78      35.60    1969.04       6.04     667.15      20.15      37.81      21.19
    1969.02     101.50       3.09       5.80      35.80    1969.12       6.19     660.18      20.10      37.72      20.90
    1969.03      99.30       3.10       5.82      36.10    1969.21       6.30     640.50      20.00      37.54      20.20
    1969.04     101.30       3.11       5.83      36.30    1969.29       6.17     649.80      19.95      37.38      20.43
    1969.05     104.60       3.12       5.83      36.40    1969.37       6.32     669.12      19.96      37.32      20.97
    1969.06      99.14       3.13       5.84      36.60    1969.46       6.57     630.73      19.91      37.15      19.71
    1969.07      94.71       3.14       5.86      36.80    1969.54       6.72     599.27      19.85      37.06      18.68
    1969.08      94.18       3.14       5.87      37.00    1969.62       6.69     592.70      19.78      36.96      18.43
    1969.09      94.51       3.15       5.89      37.10    1969.71       7.16     593.17      19.77      36.97      18.40
     1969.1      95.52       3.15       5.85      37.30    1969.79       7.10     596.30      19.69      36.54      18.45
    1969.11      96.21       3.16       5.82      37.50    1969.87       7.14     597.40      19.60      36.12      18.44
    1969.12      91.11       3.16       5.78      37.70    1969.96       7.65     562.73      19.52      35.70      17.33
    1970.01      90.31       3.16       5.73      37.80    1970.04       7.79     556.31      19.49      35.30      17.09
    1970.02      87.16       3.17       5.68      38.00    1970.12       7.24     534.08      19.40      34.80      16.37
    1970.03      88.65       3.17       5.63      38.20    1970.21       7.07     540.37      19.32      34.32      16.53
    1970.04      85.95       3.17       5.59      38.50    1970.29       7.39     519.83      19.19      33.83      15.87
    1970.05      76.06       3.18       5.56      38.60    1970.37       7.91     458.82      19.16      33.52      13.98
    1970.06      75.59       3.18       5.52      38.80    1970.46       7.84     453.64      19.08      33.13      13.80
    1970.07      75.72       3.18       5.47      39.00    1970.54       7.46     452.09      19.01      32.64      13.73
